order_city,order_state,order_zipcode,order_region,order_country,market,location_id
Wad Madani,Gezira,,North Africa,Sudan,Africa,438
Mogadishu,Benadir,,East Africa,Somalia,Africa,439
Kindia,Kindia,,West Africa,Guinea,Africa,440
Taza,Taza-Alhucemas-Taunat,,North Africa,Morocco,Africa,441
Dire Dawa,Dire Dawa,,East Africa,Ethiopia,Africa,442
Turin,Piamonte,,Southern Europe,Italy,Europe,443
Cologne,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,444
Uvarovo,Tambov,,Eastern Europe,Russia,Europe,445
Southend-on-Sea,Inglaterra,,Northern Europe,United Kingdom,Europe,446
Widnes,Inglaterra,,Northern Europe,United Kingdom,Europe,447
Carpentras,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,448
Utrecht,Utrecht,,Western Europe,Netherlands,Europe,449
Genk,Limburgo,,Western Europe,Belgium,Europe,450
Gloucester,Inglaterra,,Northern Europe,United Kingdom,Europe,451
Helsinki,Uusimaa,,Northern Europe,Finland,Europe,452
Miramas,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,453
Sofia,Sofía-Ciudad,,Eastern Europe,Bulgaria,Europe,454
Granada,Andalucía,,Southern Europe,Spain,Europe,455
Mont-Saint-Aignan,Normandía,,Western Europe,France,Europe,456
Berlín,Berlín,,Western Europe,Germany,Europe,457
Cagliari,Cerdeña,,Southern Europe,Italy,Europe,458
Erftstadt,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,459
Harrow,Inglaterra,,Northern Europe,United Kingdom,Europe,460
Pescara,Abruzos,,Southern Europe,Italy,Europe,461
Tourcoing,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,462
Afragola,Campania,,Southern Europe,Italy,Europe,463
Lugansk,Lugansk,,Eastern Europe,Ukraine,Europe,464
Doncaster,Inglaterra,,Northern Europe,United Kingdom,Europe,465
Bry-sur-Marne,Isla de Francia,,Western Europe,France,Europe,466
Charleroi,Henao,,Western Europe,Belgium,Europe,467
Niort,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,468
Venice,Véneto,,Southern Europe,Italy,Europe,469
Ulm,Baden-Wurtemberg,,Western Europe,Germany,Europe,470
Cambridge,Inglaterra,,Northern Europe,United Kingdom,Europe,471
Siegen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,472
Las Rozas de Madrid,Madrid,,Southern Europe,Spain,Europe,473
Luton,Inglaterra,,Northern Europe,United Kingdom,Europe,474
Verdun,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,475
Conflans-Sainte-Honorine,Isla de Francia,,Western Europe,France,Europe,476
Sesto San Giovanni,Lombardía,,Southern Europe,Italy,Europe,477
Bondy,Isla de Francia,,Western Europe,France,Europe,478
Valencia,Valenciana,,Southern Europe,Spain,Europe,479
Noisy-le-Grand,Isla de Francia,,Western Europe,France,Europe,480
Elx,Valenciana,,Southern Europe,Spain,Europe,481
Gronau,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,482
Frankfurt,Hesse,,Western Europe,Germany,Europe,483
Rotherham,Inglaterra,,Northern Europe,United Kingdom,Europe,484
Savigny-le-Temple,Isla de Francia,,Western Europe,France,Europe,485
La Seyne-sur-Mer,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,486
Fuji,Shizuoka,,Eastern Asia,Japan,Pacific Asia,487
Suzhou,Anhui,,Eastern Asia,China,Pacific Asia,488
Changwon,Gyeongsangnam,,Eastern Asia,South Korea,Pacific Asia,489
Baoding,Hebei,,Eastern Asia,China,Pacific Asia,490
Port Macquarie,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,491
Vijayawada,Andhra Pradesh,,South Asia,India,Pacific Asia,492
Termez,Surjandarín,,Central Asia,Uzbekistan,Pacific Asia,493
Bishkek,Bishkek,,Central Asia,Kyrgyzstan,Pacific Asia,494
Pekín,Pekín,,Eastern Asia,China,Pacific Asia,495
Thane,Maharashtra,,South Asia,India,Pacific Asia,496
Mumbai,Maharashtra,,South Asia,India,Pacific Asia,497
Durgapur,Bengala Occidental,,South Asia,India,Pacific Asia,498
Samarinda,Kalimantan Oriental,,Southeast Asia,Indonesia,Pacific Asia,499
Bacolod City,Visayas Occidental,,Southeast Asia,Philippines,Pacific Asia,500
Lismore,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,501
Bhavnagar,Guyarat,,South Asia,India,Pacific Asia,502
Angeles City,Luzón Central,,Southeast Asia,Philippines,Pacific Asia,503
Corlu,Tekirdag,,West Asia,Turkey,Pacific Asia,504
Jeddah,Meca,,West Asia,Saudi Arabia,Pacific Asia,505
K'ut'aisi,Imericia,,West Asia,Georgia,Pacific Asia,506
Hirakata,Osaka,,Eastern Asia,Japan,Pacific Asia,507
Neijiang,Sichuan,,Eastern Asia,China,Pacific Asia,508
Shanwei,Guangdong,,Eastern Asia,China,Pacific Asia,509
Waitakere,Auckland,,Oceania,New Zealand,Pacific Asia,510
Mangalore,Karnataka,,South Asia,India,Pacific Asia,511
Kathmandu,Central,,South Asia,Nepal,Pacific Asia,512
Kendari,Célebes Suroriental,,Southeast Asia,Indonesia,Pacific Asia,513
Probolinggo,Java Oriental,,Southeast Asia,Indonesia,Pacific Asia,514
Jixi,Heilongjiang,,Eastern Asia,China,Pacific Asia,515
Darwin,Territorio del Norte,,Oceania,Australia,Pacific Asia,516
Rasht,Guilán,,South Asia,Iran,Pacific Asia,517
Ahvaz,Juzestán,,South Asia,Iran,Pacific Asia,518
Arnsberg,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,519
Genoa,Liguria,,Southern Europe,Italy,Europe,520
Toulouse,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,521
Waterlooville,Inglaterra,,Northern Europe,United Kingdom,Europe,522
Leipzig,Sajonia,,Western Europe,Germany,Europe,523
Vanves,Isla de Francia,,Western Europe,France,Europe,524
Meyzieu,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,525
Mulhouse,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,526
Leicester,Inglaterra,,Northern Europe,United Kingdom,Europe,527
Chelles,Isla de Francia,,Western Europe,France,Europe,528
Marbella,Andalucía,,Southern Europe,Spain,Europe,529
Florence,Toscana,,Southern Europe,Italy,Europe,530
Kashira,Moscú,,Eastern Europe,Russia,Europe,531
Cholet,Países del Loira,,Western Europe,France,Europe,532
Bochum,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,533
Annecy,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,534
Magdeburg,Sajonia-Anhalt,,Western Europe,Germany,Europe,535
Amberes,Amberes,,Western Europe,Belgium,Europe,536
Makhachkala,Daguestán,,Eastern Europe,Russia,Europe,537
Cheliábinsk,Cheliábinsk,,Eastern Europe,Russia,Europe,538
Brandenburgo,Brandenburgo,,Western Europe,Germany,Europe,539
Wetzlar,Hesse,,Western Europe,Germany,Europe,540
Pertuis,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,541
Torrevieja,Valenciana,,Southern Europe,Spain,Europe,542
Cagnes-sur-Mer,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,543
Nanterre,Isla de Francia,,Western Europe,France,Europe,544
Vichy,Auvernia,,Western Europe,France,Europe,545
Lohne,Baja Sajonia,,Western Europe,Germany,Europe,546
Le Mans,Países del Loira,,Western Europe,France,Europe,547
Bordeaux,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,548
Astracán,Astracán,,Eastern Europe,Russia,Europe,549
Rouen,Normandía,,Western Europe,France,Europe,550
Stuttgart,Baden-Wurtemberg,,Western Europe,Germany,Europe,551
Peterborough,Inglaterra,,Northern Europe,United Kingdom,Europe,552
Montecatini Terme,Toscana,,Southern Europe,Italy,Europe,553
Warsaw,Mazovia,,Eastern Europe,Poland,Europe,554
Huelva,Andalucía,,Southern Europe,Spain,Europe,555
Reggio nell'Emilia,Emilia-Romaña,,Southern Europe,Italy,Europe,556
Le Bouscat,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,557
Derbent,Daguestán,,Eastern Europe,Russia,Europe,558
Crewe,Inglaterra,,Northern Europe,United Kingdom,Europe,559
Paris,Isla de Francia,,Western Europe,France,Europe,560
Bognor Regis,Inglaterra,,Northern Europe,United Kingdom,Europe,561
Biarritz,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,562
Aix-en-Provence,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,563
Registro,São Paulo,,South America,Brazil,Latin America,564
Presidente Dutra,Marañón,,South America,Brazil,Latin America,565
Villa Canales,Guatemala,,Central America,Guatemala,Latin America,566
Jiutepec,Morelos,,Central America,Mexico,Latin America,567
Brumado,Bahía,,South America,Brazil,Latin America,568
Teresópolis,Río de Janeiro,,South America,Brazil,Latin America,569
Guarulhos,São Paulo,,South America,Brazil,Latin America,570
Bornova,Izmir,,West Asia,Turkey,Pacific Asia,571
Salihli,Manisa,,West Asia,Turkey,Pacific Asia,572
Tel Aviv,Tel Aviv,,West Asia,Israel,Pacific Asia,573
Astaná,Astaná,,Central Asia,Kazakhstan,Pacific Asia,574
Launceston,Tasmania,,Oceania,Australia,Pacific Asia,575
Ranchi,Jharkhand,,South Asia,India,Pacific Asia,576
New Plymouth,Taranaki,,Oceania,New Zealand,Pacific Asia,577
Heyuan,Guangdong,,Eastern Asia,China,Pacific Asia,578
Saveh,Markazí,,South Asia,Iran,Pacific Asia,579
Durg,Chhattisgarh,,South Asia,India,Pacific Asia,580
Makati,Capital Nacional,,Southeast Asia,Philippines,Pacific Asia,581
Xinyi,Guangdong,,Eastern Asia,China,Pacific Asia,582
Lianzhou,Guangdong,,Eastern Asia,China,Pacific Asia,583
Eskisehir,Eskisehir,,West Asia,Turkey,Pacific Asia,584
Armidale,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,585
Tamworth,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,586
Jambi,Jambi,,Southeast Asia,Indonesia,Pacific Asia,587
Xuzhou,Jiangsu,,Eastern Asia,China,Pacific Asia,588
Wuhan,Hubei,,Eastern Asia,China,Pacific Asia,589
Hobart,Tasmania,,Oceania,Australia,Pacific Asia,590
Sincan,Ankara,,West Asia,Turkey,Pacific Asia,591
Mackay,Queensland,,Oceania,Australia,Pacific Asia,592
Yuci,Shanxi,,Eastern Asia,China,Pacific Asia,593
Fukui,Fukui,,Eastern Asia,Japan,Pacific Asia,594
Caloocan,Capital Nacional,,Southeast Asia,Philippines,Pacific Asia,595
Basra,Basora,,West Asia,Iraq,Pacific Asia,596
Belgaum,Karnataka,,South Asia,India,Pacific Asia,597
Cainta,Calabarzón,,Southeast Asia,Philippines,Pacific Asia,598
Auckland,Auckland,,Oceania,New Zealand,Pacific Asia,599
Taupo,Waikato,,Oceania,New Zealand,Pacific Asia,600
Gujranwala,Punyab,,South Asia,Pakistan,Pacific Asia,601
Sarkand,Almaty,,Central Asia,Kazakhstan,Pacific Asia,602
Ajman,Ajmán,,West Asia,United Arab Emirates,Pacific Asia,603
Zhuhai,Guangdong,,Eastern Asia,China,Pacific Asia,604
Bucheon,Gyeonggi,,Eastern Asia,South Korea,Pacific Asia,605
Nelson,Nelson,,Oceania,New Zealand,Pacific Asia,606
Yichun,Jiangxi,,Eastern Asia,China,Pacific Asia,607
Solapur,Maharashtra,,South Asia,India,Pacific Asia,608
Chongqing,Chongqing,,Eastern Asia,China,Pacific Asia,609
Zhaoqing,Guangdong,,Eastern Asia,China,Pacific Asia,610
Tegal,Java Central,,Southeast Asia,Indonesia,Pacific Asia,611
Bihar Sharif,Bihar,,South Asia,India,Pacific Asia,612
Taixing,Jiangsu,,Eastern Asia,China,Pacific Asia,613
Mardan,Jaiber Pajtunjuá,,South Asia,Pakistan,Pacific Asia,614
Xinzhou,Shanxi,,Eastern Asia,China,Pacific Asia,615
Nanchong,Sichuan,,Eastern Asia,China,Pacific Asia,616
Nom Pen,Nom Pen,,Southeast Asia,Cambodia,Pacific Asia,617
Patna,Bihar,,South Asia,India,Pacific Asia,618
Faridabad,Haryana,,South Asia,India,Pacific Asia,619
Maryborough,Queensland,,Oceania,Australia,Pacific Asia,620
Huangshan,Anhui,,Eastern Asia,China,Pacific Asia,621
Kwinana,Australia Occidental,,Oceania,Australia,Pacific Asia,622
Madurai,Tamil Nadu,,South Asia,India,Pacific Asia,623
Wenzhou,Zhejiang,,Eastern Asia,China,Pacific Asia,624
Suzhou,Jiangsu,,Eastern Asia,China,Pacific Asia,625
Chengdu,Sichuan,,Eastern Asia,China,Pacific Asia,626
Huadian,Jilin,,Eastern Asia,China,Pacific Asia,627
Fatehpur,Rajastán,,South Asia,India,Pacific Asia,628
Yancheng,Jiangsu,,Eastern Asia,China,Pacific Asia,629
Kediri,Java Oriental,,Southeast Asia,Indonesia,Pacific Asia,630
Coffs Harbour,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,631
Surakarta,Java Central,,Southeast Asia,Indonesia,Pacific Asia,632
Bacoor,Calabarzón,,Southeast Asia,Philippines,Pacific Asia,633
Bundaberg,Queensland,,Oceania,Australia,Pacific Asia,634
Ipoh,Perak,,Southeast Asia,Malaysia,Pacific Asia,635
Tongchuan,Sichuan,,Eastern Asia,China,Pacific Asia,636
Goyang,Gyeonggi,,Eastern Asia,South Korea,Pacific Asia,637
Pasig,Capital Nacional,,Southeast Asia,Philippines,Pacific Asia,638
Ichalkaranji,Maharashtra,,South Asia,India,Pacific Asia,639
Palembang,Sumatra Meridional,,Southeast Asia,Indonesia,Pacific Asia,640
Kota,Rajastán,,South Asia,India,Pacific Asia,641
São Bernardo do Campo,São Paulo,,South America,Brazil,Latin America,642
San Martín,Cuscatlán,,Central America,El Salvador,Latin America,643
Ocotlán,Jalisco,,Central America,Mexico,Latin America,644
Kabul,Kabul,,South Asia,Afghanistan,Pacific Asia,645
Houston,Texas,77036,US Center,United States,North America,646
Tulsa,Oklahoma,74133,US Center,United States,North America,647
San Francisco,California,94109,West of USA,United States,North America,648
Moreno Valley,California,92553,West of USA,United States,North America,649
Zaria,Kaduna,,West Africa,Nigeria,Africa,650
Kampala,Kampala,,East Africa,Uganda,Africa,651
Port Harcourt,Ríos,,West Africa,Nigeria,Africa,652
Johannesburg,Gauteng,,Southern Africa,South Africa,Africa,653
Minna,Níger,,West Africa,Nigeria,Africa,654
Constantina,Constantina,,North Africa,Algeria,Africa,655
Abakaliki,Ebonyi,,West Africa,Nigeria,Africa,656
Stellenbosch,Cabo Occidental,,Southern Africa,South Africa,Africa,657
Tangier,Tánger-Tetuán,,North Africa,Morocco,Africa,658
Maseru,Maseru,,Southern Africa,Lesotho,Africa,659
Soweto,Gauteng,,Southern Africa,South Africa,Africa,660
Fontenay-aux-Roses,Isla de Francia,,Western Europe,France,Europe,661
Badalona,Cataluña,,Southern Europe,Spain,Europe,662
Gothenburg,Västra Götaland,,Northern Europe,Sweden,Europe,663
Glasgow,Escocia,,Northern Europe,United Kingdom,Europe,664
Monza,Lombardía,,Southern Europe,Italy,Europe,665
Swindon,Inglaterra,,Northern Europe,United Kingdom,Europe,666
Brest,Bretaña,,Western Europe,France,Europe,667
Le Chesnay,Isla de Francia,,Western Europe,France,Europe,668
Malakoff,Isla de Francia,,Western Europe,France,Europe,669
Valladolid,Castilla y León,,Southern Europe,Spain,Europe,670
Sevran,Isla de Francia,,Western Europe,France,Europe,671
Vincennes,Isla de Francia,,Western Europe,France,Europe,672
Caen,Normandía,,Western Europe,France,Europe,673
Nieuwegein,Utrecht,,Western Europe,Netherlands,Europe,674
Darton,Inglaterra,,Northern Europe,United Kingdom,Europe,675
Northampton,Inglaterra,,Northern Europe,United Kingdom,Europe,676
Halle,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,677
Dniprodzerzhyns'k,Dnipropetrovsk,,Eastern Europe,Ukraine,Europe,678
Roissy-en-Brie,Isla de Francia,,Western Europe,France,Europe,679
Brive-la-Gaillarde,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,680
Le Petit-Quevilly,Normandía,,Western Europe,France,Europe,681
Trier,Renania-Palatinado,,Western Europe,Germany,Europe,682
Gdansk,Pomerania,,Eastern Europe,Poland,Europe,683
Velbert,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,684
Avignon,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,685
Preston,Inglaterra,,Northern Europe,United Kingdom,Europe,686
Trapani,Sicilia,,Southern Europe,Italy,Europe,687
Aprilia,Lacio,,Southern Europe,Italy,Europe,688
Meudon,Isla de Francia,,Western Europe,France,Europe,689
Mykolayiv,Mykolayiv,,Eastern Europe,Ukraine,Europe,690
Colchester,Inglaterra,,Northern Europe,United Kingdom,Europe,691
Cosenza,Calabria,,Southern Europe,Italy,Europe,692
Hasselt,Limburgo,,Western Europe,Belgium,Europe,693
Rostock,Mecklemburgo-Pomerania Occidental,,Western Europe,Germany,Europe,694
Tours,Centro-Valle de Loira,,Western Europe,France,Europe,695
Altamura,Apulia,,Southern Europe,Italy,Europe,696
Toulon,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,697
Vilna,Vilna,,Northern Europe,Lithuania,Europe,698
Lincoln,Inglaterra,,Northern Europe,United Kingdom,Europe,699
Aschaffenburg,Bavaria,,Western Europe,Germany,Europe,700
Bremen,Bremen,,Western Europe,Germany,Europe,701
Heidelberg,Baden-Wurtemberg,,Western Europe,Germany,Europe,702
Bilbao,País Vasco,,Southern Europe,Spain,Europe,703
Wuppertal,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,704
Mont-de-Marsan,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,705
Stoke-on-Trent,Inglaterra,,Northern Europe,United Kingdom,Europe,706
Garches,Isla de Francia,,Western Europe,France,Europe,707
Pozzuoli,Campania,,Southern Europe,Italy,Europe,708
Zwickau,Sajonia,,Western Europe,Germany,Europe,709
Offenbach,Hesse,,Western Europe,Germany,Europe,710
Dnipropetrovsk,Dnipropetrovsk,,Eastern Europe,Ukraine,Europe,711
La Baule-Escoublac,Países del Loira,,Western Europe,France,Europe,712
Wigan,Inglaterra,,Northern Europe,United Kingdom,Europe,713
Mons-en-Baroeul,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,714
Timisoara,Timis,,Eastern Europe,Romania,Europe,715
Berne,Berna,,Western Europe,Switzerland,Europe,716
Aberdeen,Escocia,,Northern Europe,United Kingdom,Europe,717
Celle,Baja Sajonia,,Western Europe,Germany,Europe,718
Treviso,Véneto,,Southern Europe,Italy,Europe,719
Le Blanc-Mesnil,Isla de Francia,,Western Europe,France,Europe,720
Dijon,Borgoña-Franco Condado,,Western Europe,France,Europe,721
Antony,Isla de Francia,,Western Europe,France,Europe,722
Carrara,Toscana,,Southern Europe,Italy,Europe,723
Budapest,Budapest,,Eastern Europe,Hungary,Europe,724
Castres,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,725
Doetinchem,Güeldres,,Western Europe,Netherlands,Europe,726
Marignane,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,727
Pamplona,Navarra,,Southern Europe,Spain,Europe,728
Ajaccio,Corse,,Western Europe,France,Europe,729
Garforth,Inglaterra,,Northern Europe,United Kingdom,Europe,730
Ingolstadt,Bavaria,,Western Europe,Germany,Europe,731
Martigues,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,732
Courbevoie,Isla de Francia,,Western Europe,France,Europe,733
Franconville,Isla de Francia,,Western Europe,France,Europe,734
Copenhagen,Región Capital,,Northern Europe,Denmark,Europe,735
Mantes-la-Jolie,Isla de Francia,,Western Europe,France,Europe,736
Erlangen,Bavaria,,Western Europe,Germany,Europe,737
Chaumont,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,738
Lannion,Bretaña,,Western Europe,France,Europe,739
Burgos,Castilla y León,,Southern Europe,Spain,Europe,740
Corbeil-Essonnes,Isla de Francia,,Western Europe,France,Europe,741
Dabrowa Gornicza,Silesia,,Eastern Europe,Poland,Europe,742
Porto,Porto,,Southern Europe,Portugal,Europe,743
Swansea,Gales,,Northern Europe,United Kingdom,Europe,744
Wolfsburg,Baja Sajonia,,Western Europe,Germany,Europe,745
Versailles,Isla de Francia,,Western Europe,France,Europe,746
Argenteuil,Isla de Francia,,Western Europe,France,Europe,747
Emmen,Drenthe,,Western Europe,Netherlands,Europe,748
Herten,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,749
Saint-Malo,Bretaña,,Western Europe,France,Europe,750
Blagoveshchensk,Amur,,Eastern Europe,Russia,Europe,751
Vitoria,País Vasco,,Southern Europe,Spain,Europe,752
Muret,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,753
Bari,Apulia,,Southern Europe,Italy,Europe,754
Essen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,755
Clichy-sous-Bois,Isla de Francia,,Western Europe,France,Europe,756
